entry_i,exit_i,side,entry,exit,exit_type,pnl_pct,regime,duration
2058,2064,SHORT,92638.4,89653.84618669146,TP,3.1417,Bearish Trend,6
2064,2084,SHORT,91977.5,89037.74000662964,TP,3.1162,Bearish Trend,20
2084,2087,SHORT,90205.1,88216.36918676783,TP,2.1247,Bearish Trend,3
2087,2092,SHORT,88598.7,86516.37012511985,TP,2.2703,Bearish Trend,5
2092,2103,SHORT,86996.6,88744.96911747799,SL,-2.0897,Bearish Trend,11
2103,2109,SHORT,86939.3,88702.05818523139,SL,-2.1076,Bearish Trend,6
2109,2110,SHORT,87268.1,84620.24794451373,TP,2.9542,Bearish Trend,1
2110,2111,SHORT,88480.8,85665.09523419132,TP,3.1023,Bearish Trend,1
2163,2172,LONG,87433.6,89316.88256260248,TP,2.074,Bullish Trend,9
2172,2173,LONG,87920.5,89258.44674509755,TP,1.4418,Bullish Trend,1
2173,2174,LONG,90091.6,88949.40062825163,SL,-1.3478,Bullish Trend,1
2174,2175,LONG,89583.0,88423.24701194794,SL,-1.3746,Bullish Trend,1
2175,2198,LONG,87529.0,89377.38888446768,TP,2.0317,Bullish Trend,23
2198,2200,LONG,88829.3,90300.28044570313,TP,1.576,Bullish Trend,2
2200,2208,LONG,89373.1,91056.24038430526,TP,1.8033,Bullish Trend,8
2208,2214,LONG,90595.8,92241.14696650568,TP,1.7361,Bullish Trend,6
2214,2216,LONG,91497.1,92997.36062917586,TP,1.5597,Bullish Trend,2
2216,2218,LONG,92492.1,94173.8706445445,TP,1.7383,Bullish Trend,2
2218,2224,LONG,93899.9,92606.13549953346,SL,-1.4578,Bullish Trend,6
2224,2225,LONG,93608.2,92273.60282947283,SL,-1.5057,Bullish Trend,1
2225,2233,LONG,92062.2,90552.94191308192,SL,-1.7194,Bullish Trend,8
2233,2265,LONG,90780.1,93011.97046557562,TP,2.3785,Bullish Trend,32
2265,2266,LONG,91962.1,93844.45024687781,TP,1.9669,Bullish Trend,1
2266,2267,LONG,93407.9,95411.9066578151,TP,2.0654,Bullish Trend,1
2267,2268,SHORT,94179.5,95635.03094651001,SL,-1.6255,Bearish Trend,1
2268,2271,SHORT,95375.2,97032.33587890216,SL,-1.8175,Bearish Trend,3
2271,2272,SHORT,94763.6,96341.19268438341,SL,-1.7448,Bearish Trend,1
2272,2283,SHORT,96691.9,94272.47951030158,TP,2.4222,Bearish Trend,11
2283,2298,SHORT,95382.6,93100.10419897299,TP,2.313,Bearish Trend,15
2298,2305,SHORT,93614.0,91982.18026000739,TP,1.6631,Bearish Trend,7
2305,2306,SHORT,92397.0,90737.14386586323,TP,1.7164,Bearish Trend,1
2306,2308,SHORT,91136.1,89337.28501830157,TP,1.8938,Bearish Trend,2
2308,2309,SHORT,90644.2,88753.87131680083,TP,2.0054,Bearish Trend,1
2309,2314,SHORT,89694.1,87684.6497941722,TP,2.1603,Bearish Trend,5
2314,2338,SHORT,90237.1,87835.88234468448,TP,2.581,Bearish Trend,24
2338,2339,SHORT,88406.0,86804.20331910755,TP,1.7319,Bearish Trend,1
2339,2340,SHORT,86459.4,87769.31616589805,SL,-1.5951,Bearish Trend,1
2340,2341,SHORT,86628.9,87946.46858261962,SL,-1.6009,Bearish Trend,1
2341,2343,SHORT,87233.1,88612.85654100394,SL,-1.6617,Bearish Trend,2
2343,2351,SHORT,87810.0,89173.22349709013,SL,-1.6325,Bearish Trend,8
2351,2354,SHORT,88378.1,89858.9293405372,SL,-1.7556,Bearish Trend,3
2354,2356,SHORT,89106.8,90513.99021908171,SL,-1.6592,Bearish Trend,2
2356,2361,SHORT,89444.4,87327.19787839422,TP,2.2871,Bearish Trend,5
2361,2362,SHORT,87795.2,85624.72824413308,TP,2.3922,Bearish Trend,1
2362,2364,SHORT,84898.0,82312.89194098071,TP,2.965,Bearish Trend,2
2364,2368,SHORT,84604.7,81924.07947972316,TP,3.0884,Bearish Trend,4
2368,2374,SHORT,82850.2,79866.9518206053,TP,3.5208,Bearish Trend,6
2374,2375,SHORT,81268.6,78305.04469886911,TP,3.5666,Bearish Trend,1
2375,2392,SHORT,77707.9,73951.02722037844,TP,4.7546,Bearish Trend,17
2392,2393,SHORT,78094.1,74705.17122954263,TP,4.2595,Bearish Trend,1
2393,2401,SHORT,74893.8,70965.09257028958,TP,5.1657,Bearish Trend,8
2401,2403,SHORT,71198.9,67262.94479722597,TP,5.4481,Bearish Trend,2
2403,2404,SHORT,70279.0,66361.90663638362,TP,5.4936,Bearish Trend,1
2404,2405,SHORT,67451.9,63187.20901949907,TP,6.2426,Bearish Trend,1
2405,2406,LONG,65237.4,62032.98557415755,SL,-4.9919,Bullish Trend,1
2406,2409,LONG,62868.1,67550.55875359519,TP,7.3681,Bullish Trend,3
2409,2423,LONG,66586.1,71881.37692844338,TP,7.8725,Bullish Trend,14
2423,2426,LONG,71381.0,68488.85638385313,SL,-4.1317,Bullish Trend,3
2426,2437,LONG,70393.5,67601.43681680952,SL,-4.0464,Bullish Trend,11
2437,2439,LONG,68143.6,65752.56829472583,SL,-3.5888,Bullish Trend,2
2439,2456,LONG,67023.0,70269.59755850954,TP,4.764,Bullish Trend,17
2456,2457,LONG,69182.2,70464.8,REGIME_FLIP,1.7739,Bullish Trend,1
2457,2469,SHORT,70464.8,67766.46630184544,TP,3.7493,Bearish Trend,12
2469,2482,SHORT,68769.4,66522.23460026323,TP,3.1877,Bearish Trend,13
2482,2508,SHORT,67671.0,65281.89403228101,TP,3.4505,Bearish Trend,26
2508,2509,SHORT,67613.5,66052.13420614654,TP,2.2293,Bearish Trend,1
