config,entry_time,exit_time,side,size,entry_price,exit_price,pnl_pct,exit_type,holding_minutes,l1_regime,l4_volatility_bucket,exhaustion_bucket
c_exec_aligned_partial_veto,2026-02-01 00:00:00+00:00,2026-02-01 04:00:00+00:00,1.0,0.5,78826.3,79015.48312,0.0011999999999999789,TRAIL,36.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-01 04:00:00+00:00,2026-02-01 08:00:00+00:00,1.0,0.5,78320.8,78553.62336000001,0.0014863443682904265,TRAIL,158.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-01 08:00:00+00:00,2026-02-01 12:00:00+00:00,1.0,1.0,78712.1,78901.00904,0.0023999999999999577,TRAIL,154.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-01 12:00:00+00:00,2026-02-01 16:00:00+00:00,1.0,1.0,77563.8,77964.98896,0.005172373710416345,TRAIL,123.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-01 16:00:00+00:00,2026-02-01 20:00:00+00:00,1.0,1.0,77142.4,77327.54176,0.0023999999999999577,TRAIL,10.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-01 20:00:00+00:00,2026-02-02 00:00:00+00:00,1.0,1.0,76931.5,77116.1356,0.0023999999999999577,TRAIL,27.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-02 00:00:00+00:00,2026-02-02 04:00:00+00:00,1.0,0.5,76256.2,76924.47503999999,0.004381775121236053,TRAIL,67.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-02 04:00:00+00:00,2026-02-02 08:00:00+00:00,1.0,1.0,76612.6,75591.354042,-0.013329999999999953,SL,7.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-05 08:00:00+00:00,2026-02-05 12:00:00+00:00,1.0,1.0,70279.0,70860.17679999999,0.008269565588582495,TRAIL,126.0,bear,low,low
c_exec_aligned_partial_veto,2026-02-05 12:00:00+00:00,2026-02-05 16:00:00+00:00,1.0,0.5,67451.9,68632.73848,0.008753189161461727,TRAIL,11.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-05 16:00:00+00:00,2026-02-05 20:00:00+00:00,1.0,0.5,65237.4,66122.01008000001,0.006779930530646627,TRAIL,8.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-05 20:00:00+00:00,2026-02-06 00:00:00+00:00,1.0,0.5,62868.1,63912.20552,0.008303937290931374,TRAIL,13.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-06 00:00:00+00:00,2026-02-06 04:00:00+00:00,1.0,0.5,64138.1,63283.139127,-0.0066649999999999765,SL,1.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-06 04:00:00+00:00,2026-02-06 08:00:00+00:00,1.0,0.5,64811.2,63947.266704,-0.0066649999999999765,SL,1.0,bear,low,mid
c_exec_aligned_partial_veto,2026-02-06 20:00:00+00:00,2026-02-07 00:00:00+00:00,-1.0,1.0,70544.5,70375.19320000001,0.0023999999999998467,TRAIL,23.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-07 04:00:00+00:00,2026-02-07 08:00:00+00:00,1.0,0.5,68050.5,69433.4596,0.010161274347727067,TRAIL,28.0,bull,low,mid
c_exec_aligned_partial_veto,2026-02-07 08:00:00+00:00,2026-02-07 12:00:00+00:00,-1.0,1.0,67935.1,67772.05576,0.0024000000000000687,TRAIL,175.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-08 00:00:00+00:00,2026-02-08 04:00:00+00:00,1.0,1.0,69064.7,69230.45528,0.0023999999999999577,TRAIL,21.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-08 04:00:00+00:00,2026-02-08 08:00:00+00:00,1.0,1.0,69665.0,70954.0,0.018502834996052542,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-08 08:00:00+00:00,2026-02-08 12:00:00+00:00,-1.0,1.0,70954.0,70432.9632,0.0073433041125235965,TRAIL,22.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-09 00:00:00+00:00,2026-02-09 04:00:00+00:00,-1.0,1.0,71269.9,70878.59591999999,0.005490453613657409,TRAIL,82.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-09 20:00:00+00:00,2026-02-10 00:00:00+00:00,-1.0,1.0,70110.5,71045.072965,-0.013330000000000064,SL,8.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-11 08:00:00+00:00,2026-02-11 12:00:00+00:00,1.0,1.0,67023.0,66489.3,-0.007962938095877448,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-11 12:00:00+00:00,2026-02-11 16:00:00+00:00,1.0,1.0,66489.3,66779.30856,0.004361732790088002,TRAIL,72.0,bull,low,low
c_exec_aligned_partial_veto,2026-02-13 16:00:00+00:00,2026-02-13 20:00:00+00:00,-1.0,1.0,68904.2,68738.82991999999,0.0024000000000000687,TRAIL,6.0,bear,low,low
