entry_time,exit_time,side,entry_price,exit_price,sl,tp,risk_usd,pnl_usd,equity,exit_type,gate,fgi,regime
2023-02-03T16:00:00+00:00,2023-02-05T16:00:00+00:00,LONG,23308.2,22794.31,22794.31,24027.65,184.82,-184.96,9055.86,SL,ADVISORY,60.0,bull
2023-02-05T12:00:00+00:00,2023-02-09T00:00:00+00:00,SHORT,23094.2,22572.14,23467.1,22572.14,181.12,253.42,9309.28,TP,ACTIVE,58.0,bear
2023-02-08T20:00:00+00:00,2023-02-09T04:00:00+00:00,SHORT,22955.9,22415.15,23342.15,22415.15,186.19,260.51,9569.8,TP,ACTIVE,58.0,neutral
2023-02-09T00:00:00+00:00,2023-02-09T16:00:00+00:00,SHORT,22511.6,21919.43,22934.58,21919.43,191.4,267.8,9837.6,TP,ACTIVE,55.0,bear
2023-02-09T12:00:00+00:00,2023-02-09T20:00:00+00:00,SHORT,22603.8,22019.23,23021.35,22019.23,196.75,275.3,10112.89,TP,ACTIVE,55.0,bear
2023-02-09T16:00:00+00:00,2023-02-13T16:00:00+00:00,SHORT,22027.3,21371.59,22495.66,21371.59,202.26,283.0,10395.89,TP,ACTIVE,55.0,bear
2023-02-13T12:00:00+00:00,2023-02-14T12:00:00+00:00,SHORT,21553.3,21905.11,21905.11,21060.77,207.92,-208.08,10187.81,SL,ACTIVE,48.0,bear
2023-02-14T08:00:00+00:00,2023-02-14T16:00:00+00:00,SHORT,21798.9,22139.23,22139.23,21322.44,203.76,-203.92,9983.89,SL,ACTIVE,50.0,bear
2023-02-14T12:00:00+00:00,2023-02-15T08:00:00+00:00,SHORT,22033.3,22438.76,22438.76,21465.66,199.68,-199.84,9784.05,SL,ACTIVE,50.0,bear
2023-02-15T04:00:00+00:00,2023-02-15T12:00:00+00:00,SHORT,22097.5,22467.86,22467.86,21578.99,195.68,-195.84,9588.21,SL,ACTIVE,53.0,bear
2023-02-15T08:00:00+00:00,2023-02-15T16:00:00+00:00,SHORT,22433.0,22822.35,22822.35,21887.91,191.76,-191.92,9396.29,SL,ACTIVE,53.0,bear
2023-02-15T12:00:00+00:00,2023-02-15T20:00:00+00:00,SHORT,22798.1,23212.35,23212.35,22218.15,187.93,-188.08,9208.22,SL,ACTIVE,53.0,bear
2023-02-15T16:00:00+00:00,2023-02-16T00:00:00+00:00,SHORT,23310.6,23761.22,23761.22,22679.73,184.16,-184.31,9023.91,SL,ACTIVE,53.0,neutral
2023-02-15T20:00:00+00:00,2023-02-16T12:00:00+00:00,LONG,24332.6,24980.53,23738.66,24980.53,180.48,196.74,9220.65,TP,ACTIVE,53.0,bull
2023-02-16T08:00:00+00:00,2023-02-16T20:00:00+00:00,LONG,24580.0,24037.49,24037.49,25339.51,184.41,-184.56,9036.09,SL,ACTIVE,62.0,bull
2023-02-16T16:00:00+00:00,2023-02-17T00:00:00+00:00,LONG,24879.0,24260.56,24260.56,25744.81,180.72,-180.87,8855.22,SL,ADVISORY,62.0,bull
2023-02-19T12:00:00+00:00,2023-02-19T20:00:00+00:00,LONG,24929.7,24357.51,24357.51,25730.76,177.1,-177.25,8677.97,SL,ADVISORY,60.0,bull
2023-02-19T20:00:00+00:00,2023-02-20T08:00:00+00:00,SHORT,24265.9,24895.62,24895.62,23384.3,173.56,-173.7,8504.28,SL,ADVISORY,60.0,bear
2023-02-20T08:00:00+00:00,2023-02-21T20:00:00+00:00,LONG,24895.9,24249.24,24249.24,25801.23,170.09,-170.22,8334.05,SL,ADVISORY,58.0,bull
2023-02-22T00:00:00+00:00,2023-02-24T16:00:00+00:00,SHORT,24198.8,23268.06,24863.61,23268.06,166.68,233.22,8567.28,TP,ADVISORY,59.0,bear
2023-02-24T12:00:00+00:00,2023-03-01T08:00:00+00:00,SHORT,23337.2,23980.26,23980.26,22436.92,171.35,-171.48,8395.79,SL,ADVISORY,53.0,bear
2023-03-01T04:00:00+00:00,2023-03-03T00:00:00+00:00,SHORT,23709.6,23000.49,24216.11,23000.49,167.92,234.95,8630.74,TP,ACTIVE,50.0,neutral
2023-03-02T20:00:00+00:00,2023-03-03T04:00:00+00:00,LONG,23457.1,22998.05,22998.05,24099.77,172.61,-172.75,8457.99,SL,ACTIVE,51.0,bull
2023-03-03T00:00:00+00:00,2023-03-08T20:00:00+00:00,SHORT,22306.3,21590.96,22962.03,21590.96,169.16,184.4,8642.39,TP,ADVISORY,50.0,bear
2023-03-08T16:00:00+00:00,2023-03-09T16:00:00+00:00,SHORT,21993.7,21468.75,22368.66,21468.75,172.85,241.85,8884.24,TP,ACTIVE,50.0,bear
2023-03-09T12:00:00+00:00,2023-03-09T20:00:00+00:00,SHORT,21637.4,21107.54,22015.87,21107.54,177.68,248.62,9132.86,TP,ACTIVE,44.0,bear
2023-03-09T16:00:00+00:00,2023-03-10T00:00:00+00:00,SHORT,20845.6,20216.13,21295.22,20216.13,182.66,255.57,9388.43,TP,ACTIVE,44.0,bear
2023-03-09T20:00:00+00:00,2023-03-10T08:00:00+00:00,SHORT,20348.3,19635.55,20857.4,19635.55,187.77,262.73,9651.15,TP,ADVISORY,44.0,bear
2023-03-10T04:00:00+00:00,2023-03-11T00:00:00+00:00,SHORT,19942.9,20473.15,20473.15,19200.55,193.02,-193.18,9457.98,SL,ADVISORY,34.0,bear
2023-03-10T20:00:00+00:00,2023-03-12T16:00:00+00:00,SHORT,20140.3,20722.77,20722.77,19324.84,189.16,-189.31,9268.67,SL,ADVISORY,34.0,bear
2023-03-12T12:00:00+00:00,2023-03-12T20:00:00+00:00,SHORT,20347.9,20854.23,20854.23,19639.03,185.37,-185.52,9083.14,SL,ADVISORY,33.0,bear
2023-03-22T12:00:00+00:00,2023-03-22T20:00:00+00:00,LONG,28586.2,27731.12,27731.12,29783.31,181.66,-181.81,8901.34,SL,ADVISORY,62.0,bull
2023-03-27T12:00:00+00:00,2023-03-29T04:00:00+00:00,SHORT,26887.3,27666.85,27666.85,25795.93,178.03,-178.17,8723.17,SL,ADVISORY,64.0,bear
2023-03-31T04:00:00+00:00,2023-03-31T12:00:00+00:00,SHORT,27733.3,28500.86,28500.86,26658.71,174.46,-174.6,8548.56,SL,ADVISORY,63.0,neutral
2023-03-31T12:00:00+00:00,2023-04-03T00:00:00+00:00,LONG,28488.5,27708.67,27708.67,29580.27,170.97,-171.11,8377.46,SL,ADVISORY,63.0,bull
2023-04-02T20:00:00+00:00,2023-04-03T04:00:00+00:00,LONG,28161.2,27631.59,27631.59,28902.65,167.55,-167.68,8209.77,SL,ACTIVE,63.0,bull
2023-04-03T00:00:00+00:00,2023-04-03T08:00:00+00:00,LONG,27738.1,28519.42,27180.01,28519.42,164.2,229.74,8439.52,TP,ADVISORY,63.0,bull
2023-04-03T04:00:00+00:00,2023-04-03T20:00:00+00:00,LONG,27946.5,27386.2,27386.2,28730.92,168.79,-168.93,8270.59,SL,ACTIVE,63.0,bull
2023-04-03T16:00:00+00:00,2023-04-10T16:00:00+00:00,LONG,28071.8,28892.85,27485.33,28892.85,165.41,231.44,8502.03,TP,ACTIVE,63.0,bull
2023-04-10T16:00:00+00:00,2023-04-11T00:00:00+00:00,LONG,29164.9,29800.35,28711.01,29800.35,170.04,237.92,8739.96,TP,ACTIVE,62.0,bull
2023-04-10T20:00:00+00:00,2023-04-11T16:00:00+00:00,LONG,29623.1,30330.46,29117.84,30330.46,174.8,244.58,8984.53,TP,ACTIVE,62.0,bull
2023-04-11T12:00:00+00:00,2023-04-12T12:00:00+00:00,LONG,30179.4,29633.54,29633.54,30943.6,179.69,-179.83,8804.7,SL,ACTIVE,68.0,bull
2023-04-12T08:00:00+00:00,2023-04-14T00:00:00+00:00,LONG,30003.7,30763.3,29461.13,30763.3,176.09,246.39,9051.09,TP,ACTIVE,65.0,bull
2023-04-13T20:00:00+00:00,2023-04-17T00:00:00+00:00,LONG,30362.7,29823.68,29823.68,31117.33,181.02,-181.17,8869.92,SL,ACTIVE,61.0,bull
2023-04-16T20:00:00+00:00,2023-04-17T04:00:00+00:00,LONG,30286.6,29877.17,29877.17,30859.8,177.4,-177.54,8692.38,SL,ACTIVE,68.0,bull
2023-04-17T00:00:00+00:00,2023-04-17T08:00:00+00:00,LONG,29966.5,29522.75,29522.75,30587.75,173.85,-173.99,8518.4,SL,ACTIVE,69.0,bull
2023-04-17T04:00:00+00:00,2023-04-17T12:00:00+00:00,LONG,29831.1,29400.55,29400.55,30433.87,170.37,-170.5,8347.89,SL,ACTIVE,69.0,bull
2023-04-17T08:00:00+00:00,2023-04-18T00:00:00+00:00,LONG,29558.1,29090.83,29090.83,30212.28,166.96,-167.09,8180.8,SL,ACTIVE,69.0,bull
2023-04-17T20:00:00+00:00,2023-04-18T08:00:00+00:00,LONG,29420.0,30049.31,28970.49,30049.31,163.62,228.93,8409.73,TP,ACTIVE,69.0,bull
2023-04-18T04:00:00+00:00,2023-04-18T12:00:00+00:00,LONG,29756.8,30410.6,29289.8,30410.6,168.19,235.34,8645.07,TP,ACTIVE,58.0,bull
2023-04-18T08:00:00+00:00,2023-04-19T08:00:00+00:00,LONG,30369.7,29861.08,29861.08,31081.77,172.9,-173.04,8472.03,SL,ACTIVE,58.0,bull
2023-04-19T04:00:00+00:00,2023-04-19T12:00:00+00:00,LONG,30064.8,29553.95,29553.95,30779.99,169.44,-169.58,8302.45,SL,ACTIVE,63.0,bull
2023-04-19T08:00:00+00:00,2023-04-19T20:00:00+00:00,LONG,29299.9,28689.78,28689.78,30154.07,166.05,-166.18,8136.27,SL,ADVISORY,63.0,bull
2023-04-19T16:00:00+00:00,2023-04-20T00:00:00+00:00,LONG,29210.6,28602.53,28602.53,30061.9,162.73,-162.86,7973.42,SL,ACTIVE,63.0,bull
2023-04-19T20:00:00+00:00,2023-04-20T16:00:00+00:00,LONG,28795.1,28149.85,28149.85,29698.45,159.47,-159.6,7813.82,SL,ADVISORY,63.0,bull
2023-04-20T12:00:00+00:00,2023-04-21T16:00:00+00:00,SHORT,28492.3,27581.76,29142.69,27581.76,156.28,218.66,8032.48,TP,ADVISORY,52.0,bear
2023-04-21T12:00:00+00:00,2023-04-21T20:00:00+00:00,SHORT,28032.8,27138.9,28671.3,27138.9,160.65,224.78,8257.26,TP,ADVISORY,50.0,bear
2023-04-21T16:00:00+00:00,2023-04-24T00:00:00+00:00,SHORT,27273.6,27962.75,27962.75,26308.79,165.15,-165.28,8091.99,SL,ADVISORY,50.0,bear
2023-04-23T20:00:00+00:00,2023-04-25T20:00:00+00:00,SHORT,27576.0,28122.71,28122.71,26810.6,161.84,-161.97,7930.02,SL,ACTIVE,56.0,bear
2023-04-25T16:00:00+00:00,2023-04-26T00:00:00+00:00,SHORT,27596.1,28155.12,28155.12,26813.47,158.6,-158.73,7771.29,SL,ACTIVE,53.0,bear
2023-04-25T20:00:00+00:00,2023-04-26T08:00:00+00:00,SHORT,28286.7,28889.77,28889.77,27442.4,155.43,-155.55,7615.74,SL,ACTIVE,53.0,bear
2023-04-26T04:00:00+00:00,2023-04-26T12:00:00+00:00,SHORT,28365.0,28941.26,28941.26,27558.23,152.31,-152.44,7463.3,SL,ACTIVE,56.0,bear
2023-04-26T08:00:00+00:00,2023-04-26T16:00:00+00:00,SHORT,28940.7,29560.37,29560.37,28073.16,149.27,-149.39,7313.92,SL,ACTIVE,56.0,neutral
2023-04-26T12:00:00+00:00,2023-04-26T20:00:00+00:00,SHORT,29803.0,28831.29,30497.08,28831.29,146.28,204.67,7518.59,TP,ADVISORY,56.0,neutral
2023-04-30T12:00:00+00:00,2023-05-01T00:00:00+00:00,LONG,29644.2,29040.63,29040.63,30489.19,150.37,-150.49,7368.1,SL,ACTIVE,60.0,bull
2023-05-01T00:00:00+00:00,2023-05-03T20:00:00+00:00,SHORT,28545.6,29228.57,29228.57,27589.45,147.36,-147.48,7220.62,SL,ADVISORY,63.0,bear
2023-05-03T16:00:00+00:00,2023-05-04T00:00:00+00:00,SHORT,28308.8,28948.38,28948.38,27413.39,144.41,-144.53,7076.09,SL,ADVISORY,64.0,bear
2023-05-04T04:00:00+00:00,2023-05-06T00:00:00+00:00,SHORT,29048.6,29697.97,29697.97,28139.48,141.52,-141.64,6934.46,SL,ACTIVE,64.0,neutral
2023-05-06T12:00:00+00:00,2023-05-08T08:00:00+00:00,SHORT,28557.9,27646.44,29208.94,27646.44,138.69,194.05,7128.51,TP,ADVISORY,60.0,bear
2023-05-08T04:00:00+00:00,2023-05-10T16:00:00+00:00,SHORT,27957.8,27098.49,28571.59,27098.49,142.57,199.48,7327.99,TP,ACTIVE,60.0,neutral
2023-05-10T12:00:00+00:00,2023-05-10T20:00:00+00:00,SHORT,28141.2,27349.18,28706.93,27349.18,146.56,205.07,7533.06,TP,ACTIVE,52.0,bear
2023-05-10T16:00:00+00:00,2023-05-11T16:00:00+00:00,SHORT,27683.6,26704.65,28382.85,26704.65,150.66,210.81,7743.87,TP,ADVISORY,52.0,bear
2023-05-11T12:00:00+00:00,2023-05-12T04:00:00+00:00,SHORT,27166.3,26206.98,27851.53,26206.98,154.88,216.7,7960.57,TP,ADVISORY,52.0,bear
2023-05-12T00:00:00+00:00,2023-05-15T00:00:00+00:00,SHORT,26574.8,27259.81,27259.81,25615.78,159.21,-159.34,7801.23,SL,ADVISORY,49.0,bear
2023-05-14T20:00:00+00:00,2023-05-15T04:00:00+00:00,SHORT,26901.9,27390.55,27390.55,26217.79,156.02,-156.15,7645.08,SL,ACTIVE,48.0,bear
2023-05-15T00:00:00+00:00,2023-05-18T16:00:00+00:00,SHORT,27216.3,26493.37,27732.68,26493.37,152.9,213.94,7859.02,TP,ACTIVE,50.0,bear
2023-05-18T12:00:00+00:00,2023-05-24T12:00:00+00:00,SHORT,27075.2,26398.49,27558.56,26398.49,157.18,219.93,8078.95,TP,ACTIVE,51.0,neutral
2023-05-24T08:00:00+00:00,2023-05-24T16:00:00+00:00,SHORT,26731.7,26192.68,27116.71,26192.68,161.58,226.08,8305.03,TP,ACTIVE,50.0,neutral
2023-05-24T12:00:00+00:00,2023-05-26T12:00:00+00:00,SHORT,26306.9,26736.38,26736.38,25705.63,166.1,-166.23,8138.8,SL,ACTIVE,50.0,bear
2023-05-26T08:00:00+00:00,2023-05-27T20:00:00+00:00,SHORT,26451.9,26853.98,26853.98,25888.98,162.78,-162.91,7975.89,SL,ACTIVE,49.0,neutral
2023-05-27T16:00:00+00:00,2023-05-28T00:00:00+00:00,SHORT,26721.6,27082.17,27082.17,26216.81,159.52,-159.65,7816.24,SL,ACTIVE,48.0,neutral
2023-05-27T20:00:00+00:00,2023-05-28T04:00:00+00:00,SHORT,26841.6,27195.22,27195.22,26346.54,156.32,-156.45,7659.79,SL,ACTIVE,48.0,neutral
2023-05-28T00:00:00+00:00,2023-05-28T16:00:00+00:00,SHORT,27174.4,27555.74,27555.74,26640.52,153.2,-153.32,7506.48,SL,ACTIVE,50.0,neutral
2023-05-28T20:00:00+00:00,2023-05-29T12:00:00+00:00,LONG,28055.7,27603.25,27603.25,28689.13,150.13,-150.25,7356.23,SL,ACTIVE,50.0,bull
2023-05-29T08:00:00+00:00,2023-05-31T04:00:00+00:00,LONG,27908.1,27449.16,27449.16,28550.61,147.12,-147.24,7208.98,SL,ACTIVE,52.0,bull
2023-05-31T00:00:00+00:00,2023-05-31T08:00:00+00:00,LONG,27646.5,27196.06,27196.06,28277.12,144.18,-144.3,7064.69,SL,ACTIVE,51.0,bull
2023-05-31T04:00:00+00:00,2023-06-05T12:00:00+00:00,SHORT,27150.4,26455.82,27646.53,26455.82,141.29,197.7,7262.39,TP,ACTIVE,51.0,neutral
2023-06-05T08:00:00+00:00,2023-06-05T16:00:00+00:00,SHORT,26760.1,26261.5,27116.25,26261.5,145.25,203.23,7465.62,TP,ACTIVE,53.0,neutral
2023-06-05T12:00:00+00:00,2023-06-06T12:00:00+00:00,SHORT,25991.9,25403.08,26412.49,25403.08,149.31,208.92,7674.54,TP,ACTIVE,53.0,bear
2023-06-06T08:00:00+00:00,2023-06-06T16:00:00+00:00,SHORT,25676.0,26101.48,26101.48,25080.33,153.49,-153.61,7520.92,SL,ACTIVE,44.0,bear
2023-06-06T12:00:00+00:00,2023-06-06T20:00:00+00:00,SHORT,26051.2,26533.87,26533.87,25375.46,150.42,-150.54,7370.38,SL,ACTIVE,44.0,bear
2023-06-06T16:00:00+00:00,2023-06-07T12:00:00+00:00,SHORT,27073.2,26267.58,27648.65,26267.58,147.41,206.25,7576.64,TP,ACTIVE,44.0,neutral
2023-06-07T12:00:00+00:00,2023-06-10T16:00:00+00:00,SHORT,26333.9,25423.8,26983.97,25423.8,151.53,212.02,7788.66,TP,ADVISORY,53.0,bear
2023-06-10T12:00:00+00:00,2023-06-11T20:00:00+00:00,SHORT,25620.0,26112.04,26112.04,24931.14,155.77,-155.9,7632.76,SL,ACTIVE,49.0,bear
2023-06-11T16:00:00+00:00,2023-06-14T20:00:00+00:00,SHORT,26021.0,25365.22,26489.42,25365.22,152.66,213.6,7846.36,TP,ACTIVE,47.0,bear
2023-06-14T16:00:00+00:00,2023-06-15T00:00:00+00:00,SHORT,25860.5,25282.77,26273.17,25282.77,156.93,219.57,8065.93,TP,ACTIVE,46.0,bear
2023-06-14T20:00:00+00:00,2023-06-15T20:00:00+00:00,SHORT,25115.9,25614.39,25614.39,24418.02,161.32,-161.45,7904.48,SL,ACTIVE,46.0,bear
2023-06-15T16:00:00+00:00,2023-06-16T16:00:00+00:00,SHORT,25443.0,25926.99,25926.99,24765.42,158.09,-158.22,7746.27,SL,ACTIVE,41.0,neutral
2023-06-16T12:00:00+00:00,2023-06-16T20:00:00+00:00,SHORT,25832.4,26336.11,26336.11,25127.2,154.93,-155.05,7591.22,SL,ACTIVE,47.0,bear
2023-06-16T16:00:00+00:00,2023-06-19T16:00:00+00:00,SHORT,26371.2,26921.53,26921.53,25600.74,151.82,-151.95,7439.27,SL,ACTIVE,47.0,bear
2023-06-19T12:00:00+00:00,2023-06-20T00:00:00+00:00,LONG,26431.1,26968.87,26046.98,26968.87,148.79,208.18,7647.45,TP,ACTIVE,47.0,bull
2023-06-19T20:00:00+00:00,2023-06-20T16:00:00+00:00,LONG,26828.5,27433.85,26396.11,27433.85,152.95,214.01,7861.46,TP,ACTIVE,47.0,bull
2023-06-20T12:00:00+00:00,2023-06-20T20:00:00+00:00,LONG,27054.2,27692.29,26598.42,27692.29,157.23,220.0,8081.45,TP,ACTIVE,49.0,bull
2023-06-20T16:00:00+00:00,2023-06-21T00:00:00+00:00,LONG,27973.8,28740.57,27426.11,28740.57,161.63,226.15,8307.61,TP,ACTIVE,49.0,bull
2023-06-20T20:00:00+00:00,2023-06-21T08:00:00+00:00,LONG,28290.6,29083.93,27723.94,29083.93,166.15,232.48,8540.09,TP,ACTIVE,49.0,bull
2023-06-21T04:00:00+00:00,2023-06-21T12:00:00+00:00,LONG,28860.4,29712.59,28251.69,29712.59,170.8,238.99,8779.07,TP,ACTIVE,59.0,bull
2023-06-21T08:00:00+00:00,2023-06-21T16:00:00+00:00,LONG,28913.5,29770.91,28301.06,29770.91,175.58,245.67,9024.75,TP,ACTIVE,59.0,bull
2023-06-21T12:00:00+00:00,2023-06-23T12:00:00+00:00,LONG,29837.0,30807.18,29144.01,30807.18,180.49,252.55,9277.29,TP,ADVISORY,59.0,bull
2023-06-23T08:00:00+00:00,2023-06-23T16:00:00+00:00,LONG,30125.3,31073.57,29447.97,31073.57,185.55,259.62,9536.91,TP,ACTIVE,65.0,bull
2023-06-23T12:00:00+00:00,2023-06-24T00:00:00+00:00,LONG,31232.9,30432.64,30432.64,32353.27,190.74,-190.89,9346.02,SL,ADVISORY,65.0,bull
2023-06-23T20:00:00+00:00,2023-06-28T16:00:00+00:00,LONG,30673.4,29846.04,29846.04,31831.71,186.92,-187.07,9158.95,SL,ADVISORY,65.0,bull
2023-06-28T12:00:00+00:00,2023-06-30T04:00:00+00:00,LONG,30399.8,31218.99,29814.66,31218.99,183.18,256.3,9415.25,TP,ACTIVE,62.0,bull
2023-06-30T00:00:00+00:00,2023-06-30T12:00:00+00:00,LONG,30734.3,30147.01,30147.01,31556.51,188.31,-188.46,9226.8,SL,ACTIVE,56.0,bull
2023-06-30T08:00:00+00:00,2023-06-30T16:00:00+00:00,LONG,30897.7,30297.41,30297.41,31738.1,184.54,-184.68,9042.11,SL,ACTIVE,56.0,bull
2023-06-30T20:00:00+00:00,2023-07-06T08:00:00+00:00,LONG,30460.2,31489.86,29724.73,31489.86,180.84,253.03,9295.15,TP,ADVISORY,56.0,bull
2023-07-06T12:00:00+00:00,2023-07-10T20:00:00+00:00,SHORT,30390.3,30974.66,30974.66,29572.19,185.9,-186.05,9109.1,SL,ACTIVE,56.0,neutral
2023-07-10T16:00:00+00:00,2023-07-12T16:00:00+00:00,SHORT,30824.5,30253.01,31232.71,30253.01,182.18,254.91,9364.01,TP,ACTIVE,56.0,neutral
2023-07-12T16:00:00+00:00,2023-07-13T12:00:00+00:00,SHORT,30268.1,30732.11,30732.11,29618.49,187.28,-187.43,9176.58,SL,ACTIVE,64.0,neutral
2023-07-13T08:00:00+00:00,2023-07-13T16:00:00+00:00,LONG,30530.6,31127.22,30104.44,31127.22,183.53,256.8,9433.37,TP,ACTIVE,57.0,bull
2023-07-13T12:00:00+00:00,2023-07-13T20:00:00+00:00,LONG,30915.4,31583.24,30438.37,31583.24,188.67,263.98,9697.36,TP,ACTIVE,57.0,bull
2023-07-13T16:00:00+00:00,2023-07-14T16:00:00+00:00,LONG,31600.6,31034.43,31034.43,32393.23,193.95,-194.1,9503.25,SL,ACTIVE,57.0,bull
2023-07-14T12:00:00+00:00,2023-07-14T20:00:00+00:00,LONG,31236.5,30670.78,30670.78,32028.51,190.07,-190.22,9313.04,SL,ACTIVE,60.0,bull
2023-07-14T16:00:00+00:00,2023-07-24T08:00:00+00:00,SHORT,30099.9,29290.03,30842.28,29290.03,186.26,203.04,9516.08,TP,ACTIVE,60.0,bear
2023-07-24T04:00:00+00:00,2023-07-24T12:00:00+00:00,SHORT,29816.4,29334.04,30160.95,29334.04,190.32,266.3,9782.38,TP,ACTIVE,55.0,neutral
2023-07-24T08:00:00+00:00,2023-08-01T12:00:00+00:00,SHORT,29259.6,28674.21,29677.73,28674.21,195.65,273.75,10056.13,TP,ACTIVE,55.0,bear
2023-08-01T08:00:00+00:00,2023-08-01T16:00:00+00:00,SHORT,28853.0,29148.37,29148.37,28439.48,201.12,-201.28,9854.85,SL,ACTIVE,53.0,neutral
2023-08-01T12:00:00+00:00,2023-08-01T20:00:00+00:00,SHORT,28942.9,29262.56,29262.56,28495.37,197.1,-197.25,9657.59,SL,ACTIVE,53.0,neutral
2023-08-01T16:00:00+00:00,2023-08-02T00:00:00+00:00,SHORT,29263.6,29611.83,29611.83,28776.07,193.15,-193.31,9464.28,SL,ACTIVE,53.0,neutral
2023-08-01T20:00:00+00:00,2023-08-02T12:00:00+00:00,LONG,29701.2,29317.3,29317.3,30238.66,189.29,-189.44,9274.85,SL,ACTIVE,53.0,bull
2023-08-02T08:00:00+00:00,2023-08-02T16:00:00+00:00,LONG,29552.9,29164.28,29164.28,30096.97,185.5,-185.65,9089.2,SL,ACTIVE,53.0,bull
2023-08-02T12:00:00+00:00,2023-08-07T16:00:00+00:00,SHORT,29312.6,28740.94,29720.93,28740.94,181.78,254.35,9343.55,TP,ACTIVE,53.0,neutral
2023-08-07T12:00:00+00:00,2023-08-07T20:00:00+00:00,SHORT,28853.2,29113.15,29113.15,28489.27,186.87,-187.02,9156.53,SL,ACTIVE,49.0,neutral
2023-08-07T16:00:00+00:00,2023-08-08T12:00:00+00:00,SHORT,29144.9,29439.29,29439.29,28732.76,183.13,-183.28,8973.26,SL,ACTIVE,49.0,neutral
2023-08-08T08:00:00+00:00,2023-08-08T16:00:00+00:00,SHORT,29428.0,29718.29,29718.29,29021.59,179.47,-179.61,8793.65,SL,ACTIVE,54.0,neutral
2023-08-08T12:00:00+00:00,2023-08-08T20:00:00+00:00,LONG,29517.5,29944.29,29212.65,29944.29,175.87,246.08,9039.73,TP,ACTIVE,54.0,bull
2023-08-08T16:00:00+00:00,2023-08-09T16:00:00+00:00,LONG,29866.4,29537.39,29537.39,30327.01,180.79,-180.94,8858.79,SL,ACTIVE,54.0,bull
2023-08-09T12:00:00+00:00,2023-08-09T20:00:00+00:00,LONG,29749.4,29369.41,29369.41,30281.38,177.18,-177.32,8681.47,SL,ACTIVE,50.0,bull
2023-08-09T16:00:00+00:00,2023-08-16T20:00:00+00:00,SHORT,29404.2,28850.38,29799.78,28850.38,173.63,242.94,8924.42,TP,ACTIVE,50.0,neutral
2023-08-16T16:00:00+00:00,2023-08-17T00:00:00+00:00,SHORT,29105.5,28758.99,29353.0,28758.99,178.49,249.74,9174.16,TP,ACTIVE,52.0,neutral
2023-08-16T20:00:00+00:00,2023-08-17T12:00:00+00:00,SHORT,28714.4,28328.55,28990.01,28328.55,183.48,256.73,9430.89,TP,ACTIVE,52.0,neutral
2023-08-17T08:00:00+00:00,2023-08-17T16:00:00+00:00,SHORT,28540.0,28129.67,28833.09,28129.67,188.62,263.91,9694.8,TP,ACTIVE,50.0,bear
2023-08-17T12:00:00+00:00,2023-08-17T20:00:00+00:00,SHORT,27920.9,27432.73,28269.59,27432.73,193.9,271.3,9966.1,TP,ACTIVE,50.0,bear
2023-08-17T16:00:00+00:00,2023-08-18T00:00:00+00:00,SHORT,27889.4,27379.4,28253.69,27379.4,199.32,278.89,10244.99,TP,ACTIVE,50.0,bear
2023-08-17T20:00:00+00:00,2023-08-18T16:00:00+00:00,SHORT,26609.7,25775.02,27374.82,25775.02,204.9,223.36,10468.35,TP,ADVISORY,50.0,bear
