i,conf,label_enc,hour,dow,ret_1,ret_4,ret_8,atr_pct,vol_ratio,pred_bcd,actual,pred_lr,pred_dt
1944,0.9791666666666666,1,0,4,-0.00945482342643822,-0.06649175232826154,-0.03460814313222149,0.022535065843432938,0.7288118570009271,0,0,0,1
1952,0.9791666666666666,1,8,5,-0.005573864348797031,-0.0011999923960878123,-0.020007577303063018,0.029654945405270743,0.939380973395774,0,1,0,1
1960,0.9803921568627451,0,16,6,0.002687183776257207,0.011774730179339388,0.038190140627267555,0.01840926616152993,1.0594452075597887,1,0,1,0
1968,0.9803921568627451,0,0,1,-0.00534861768828665,0.017888847012437425,0.005710573383274298,0.015398200303144876,0.5522765068537417,1,0,0,1
1976,0.9803921568627451,0,8,2,-0.009636366532341567,0.002466747279322723,-0.008269999122758165,0.015595778019786509,1.0272618567413323,1,1,1,1
1984,0.9803921568627451,0,16,3,0.0063368344866350235,0.00482925184487959,0.05100334063954648,0.01548125223485101,0.9351049725587086,1,0,1,0
1992,0.9803921568627451,0,0,5,-0.0023093569684681237,-0.008151415636842296,-0.00930166468099991,0.011667843509344864,0.26842148948904754,1,0,1,1
2000,0.9803921568627451,0,8,6,0.0008402575763406528,0.004392795374099423,0.004003839449237656,0.009416076418710458,1.7142735931842477,1,0,1,0
2008,0.9811320754716981,0,16,0,0.003957471943295987,-0.015456584398372497,-0.06610813739204768,0.014570554467595117,1.0264254080376596,1,1,1,1
2016,0.9811320754716981,0,0,2,0.014686172247178275,0.06025978249542807,0.08947696652350401,0.020310838474835988,0.6167500638230304,1,1,0,0
2024,0.9811320754716981,0,8,3,-0.004966869683135866,-0.0010849952363440885,0.003301680973590848,0.016885595595513996,0.8257640231374526,1,0,1,1
2032,0.9811320754716981,0,16,4,-0.00910810272745366,-0.027299307637270065,-0.03557138228255796,0.015914314894675537,1.7081902979813217,1,0,1,1
2040,0.9811320754716981,0,0,6,0.005364524182961183,0.0010068604928930025,0.0009498774981722136,0.010466455917615428,0.6105188226049405,1,1,1,1
2048,0.9811320754716981,0,8,0,0.004411067331877794,0.005950993491990131,0.025067019345284436,0.012103387210949485,0.7895388139416529,1,0,0,0
2056,0.9811320754716981,0,16,1,0.011707340232571362,0.03760236377318393,0.01999923849722851,0.017640427508401602,1.7817888396659087,1,0,1,0
2064,0.9811320754716981,1,0,3,-0.02331439754287723,-0.024459876962171,-0.04190188125453931,0.016716396453931956,1.086377009214825,0,1,0,1
2072,0.9811320754716981,1,8,4,-8.658992634447138e-05,0.01749023883868328,0.028368162737342884,0.015409315872612107,0.41839878816641274,0,0,0,0
2080,0.9811320754716981,1,16,5,0.0010604583400883882,-0.0016953844790928985,-0.024145526972391695,0.012132198030508528,0.7239642377361989,0,0,0,0
2088,0.9811320754716981,1,0,0,0.012722597221024312,-0.0007647674009777505,-0.010105279037702308,0.008185320051424784,1.3218034598839417,0,0,0,0
2096,0.9811320754716981,1,8,1,0.014561774121500948,0.012919230420815886,-0.0226725937613107,0.01508477580119904,1.0328148820474528,0,0,0,0
2104,0.9811320754716981,1,16,2,-0.013862605715701304,-0.013712159361124021,-0.014147536134176408,0.019057405069358636,1.2372470086001812,0,1,0,1
